data,title
বাই সাইড টাকা নিলে তো লাভ হবে না আপনে আরো দশ বিশ টাকা বাড়িয়ে নিতে পারেন কারণ এখন সবকিছুর দাম অনেক বেশি,কিছুটা নেতিবাচক
ওনার কাছে গেলে আমার কথা বলবেন আমি আবার একদিন যাবো ওনার তেহেরীর রিভিউ করতে,নিশ্চিত ইতিবাচক
খাবার তো বাম হাতে পরিবেশন করছেন তাই আসবো না,নিশ্চিত নেতিবাচক
খুব ভালো লাগছে  টাকায় যে পরিমাণ খাবার দিছে অসাধারণ এটা দেখে বোঝা যায় হোটেল ওয়ালা কি ধরনের ডাকাতি করে,কিছুটা ইতিবাচক
বাই মজা পাইলাম আরো বিডিও চাই,কিছুটা ইতিবাচক
ভাই এই ভুনা খিচুরি ঢাকা কোথায় বিক্রি হয় একটু জানাবেনআমি মানিকগঞ্জ থেকে ঢাকায় যাবো এই খিচুড়ি খেতে,নিশ্চিত ইতিবাচক
ভাই মানিকগঞ্জ থেকে এই খিচুড়ি খাওয়ার জন্য ঢাকা আসার দরকার নেই যদি অন্যকাজে আসেন তাহলে ট্রাই করতে পারেন ডিসক্রিপশনে এড্রেস ডিটেইলস দেয়া আছে,কিছুটা নেতিবাচক
প্রবেলম নাই ভাই আপনার এলাকায় খুজলেও হয়তো এমন কোন এক লোকমান ভাইয়ের সন্ধান আপনি পেয়ে যাবেন,নিশ্চিত ইতিবাচক
রাত  টার পর চলে যান পেয়ে যাবেন,নিরপেক্ষ
ভাই আমি দেশের বাহিরে কি ভাবে খাবো,নিরপেক্ষ
ভাই আপনাকে দেকত আমার ও খেতে ইংচা করছে,কিছুটা নেতিবাচক
এটাকোনযায়গা ভাইবাংলাদেশে এখনোকি এই রকম মানুষ আছে বিশ্বাস হয় না এখনো কি এইরেটে খাবার দেয় আশাকরি জানাবেন,নিশ্চিত ইতিবাচক
ভিডিওর গুনোগতমানভালো করুনসুন্দর শো,কিছুটা ইতিবাচক
পুর্ব গ্রাম  রুপগঞ্জ নারায়ণগঞ্জ,নিশ্চিত ইতিবাচক
আমার দোকানে দই ফুচকা ঝাল ফুচকা ঝাল মুড়ি ও হালিম,নিশ্চিত ইতিবাচক
 ঢাকা গুলিস্তান থেকে ডেমরা ইস্টাফ কোয়াটার থেকে পুর্বগ্রাম  বিসমিল্লাহ্ চটপটি ঘর,নিশ্চিত ইতিবাচক
বিফ দিয়ে এমন কিছুরি আমি খাইছিলাম একটা রেস্টুরেন্ট এ  টাকা নিছে,নিশ্চিত ইতিবাচক
উনি বাম হাতে খাবার দিচ্ছেন ,নিশ্চিত নেতিবাচক
বাম হাত ডান হাত দুটাই উপর ওয়ালার,কিছুটা নেতিবাচক
বড় রেস্টুরেন্টে সব ডাইন হাতে দেয় আর পকেট কাটে,কিছুটা ইতিবাচক
এত কম টাকায় কি ভাবে খাওয়া য়ায় ভাই জানতা না,নিরপেক্ষ
হিন্দু কাস্টমারের জন্য তেহেরি বেচেনা কিন্তু গরুর মাংস বেচে এডা কেমন কথা,কিছুটা নেতিবাচক
ভাই জিভের পানি আটকানো যে কত বড় একটা কঠিন কাজ সেটা বলে বোঝানো সম্ভব না ,নিরপেক্ষ
ট্রাই করে ফেলেন কোন একরাতে,নিরপেক্ষ
আপনার কথার মাঝে নমনীয়তা কম ছিল,নিশ্চিত নেতিবাচক
আপনে কি আমার দোকানে আসবেন,নিরপেক্ষ
ওয়ালাইকুম আসসালাম আপনার দোকান কোথায় স্পেশাল কি পাওয়া যায় ঠিকানা সব আমাকে জানান,কিছুটা ইতিবাচক
মিরপুর  এর কোন ব্লক কত নাম্বার রোডে,নিরপেক্ষ
যাওয়ার আগে ফোন দিয়ে যাবেন উনি আছে কিনা সেটা জেনে তারপর যাবেন,নিরপেক্ষ
আমাদের বাসার পাসেই থাকে উনি,নিরপেক্ষ
ভাই আমরা সব সময় খাই আমাদের বাসার পাশেই,নিরপেক্ষ
ভাই মুরগীর মাংস গরুর মাংস দিয়ে চালিয়ে দেয়,নিশ্চিত নেতিবাচক
ঐ লোক ঠিকমতো ঠিকানা দিতে পারলোনা আপনি কি ঠিকানা টা দিবেন প্লিজ,কিছুটা নেতিবাচক
মিরপুর ক্রিকেট স্টেডিয়ামের  নং গেটের অপজিটে রাত  টার পর,নিরপেক্ষ
মিরপুর ক্রিকেট স্টেডিয়ামের  নং গেটের অপজিটে রাত টার পর,নিরপেক্ষ
একটু ওয়েট করেন আমি ডিস্ক্রিপশনে দিয়ে দিবো,কিছুটা ইতিবাচক
মিরপুর স্টেডিয়ামের  নং গেটের অপজিটে রাত  টার পর থেকে রাত  টা পর্যন্ত পাবেন,নিরপেক্ষ
জি এটা মূলত রাতের শ্রমজীবী মানুষের জন্য ওনারাই প্রধান কাষ্টমার,নিশ্চিত ইতিবাচক
হ্যাঁ পোলাও টা ফ্রি ছিল,কিছুটা ইতিবাচক
মিরপুর ক্রিকেট স্টেডিয়ামের  নং গেটের অপজিটে ডায়েস বাংলাদেশ শোরুমের সামনে,নিরপেক্ষ
আমার মনে হচ্ছে গোস্তের মধ্যে গরমিল রয়েছে তা না হলে এত কমদামে বিক্রি একটা কমেন্টসে দেখলাম  টাকায় নাকি হালিম পাওয়া যায় তাও আবার গরু গোস্ত দিয়ে,কিছুটা নেতিবাচক
এই গোস্ত গুলো হচ্ছে কমিউনিটি সেন্টার এর যা দিয়ে কম দামে হালিম বিক্রি করে কারণ আমি এক হালিম বিক্রেতার থেকে জেনেছি,কিছুটা ইতিবাচক
ভাই আমরা টাকা দিয়ে মরা মুরগি কে এফ সি দিয়া খাইতে পারি কিন্তু উনি কমে দিলো কেন তা নিয়া নানা প্রশ্ন,কিছুটা নেতিবাচক
উনি প্রতিদিনই বসতেন তবে রাত  টার পর কাল একটা কমেন্ট করে আমাকে মনে করিয়ে দিয়েন আমি ফোন নাম্বার দিয়ে দিবো,নিরপেক্ষ
 নং গেটের অপজিটে ভাই ডায়েস বাংলাদেশ শোরুমের সামনে,নিরপেক্ষ
ইনশাআল্লাহ্ দোয়া করবেন ভাই,নিশ্চিত ইতিবাচক
ধন্যবাদ ভাই রাত দশটার পর যাবেন ওনার তেহারি টা বেশি মজা তবে সেটা প্রতিদিন করে না,কিছুটা ইতিবাচক
মিরপুর ক্রিকেট স্টেডিয়ামের  নং গেটের অপজিটে রাত  টার পর,নিরপেক্ষ
ভাই গরুর মাথার মাংস মিক্স রেগুলার মাংস দিলে উনি পোষাতে পারবেন না,নিরপেক্ষ
ধন্যবাদ ভাই কাল দিব লোকমান ভাইয়ের নাম্বার,নিশ্চিত ইতিবাচক
 নং গেটের অপজিটে রাত  টার পর,নিরপেক্ষ
গরুর মাথার মাংস এবং রেগুলার মাংস মিক্স করে রান্না করা,নিরপেক্ষ
মিরপুর স্টেডিয়ামের  নং গেটের অপজিটে,নিশ্চিত ইতিবাচক
ভাই আমার কাছে এই চাচার সবগুলি,নিরপেক্ষ
খাবার দেখে ভাল লেগেছে মাশা আল্লাহ,কিছুটা ইতিবাচক
ওকে ভাইয়া ব্যপারগুলো ঠিক করার চেষ্টা করবো,নিরপেক্ষ
এটা স্টেডিয়ামের  নং গেটের অপজিটে বসে রাত  টার পর,নিরপেক্ষ
ভাইয়া মিরপুর  নাম্বারের শোরুম গুলোর মধ্যে একটা আছে ডায়েস বাংলাদেশ ওটার সামনে রাত  টার পর পাবেন,নিরপেক্ষ
 টাকা দিয়া এতো কিছদারুন,নিশ্চিত ইতিবাচক
আমার তো খেতে ইচ্ছে করছে ,কিছুটা ইতিবাচক
রাত  টার পর গেলে খেতে পারবেন,কিছুটা নেতিবাচক
বাড়বে আপু টেনশন কইরেন না,কিছুটা ইতিবাচক
না ভাই ভেজাল নাই রেগুলার মাংস এবং মাথার মাংস মিক্স করে রান্না করেন এবং তিনি নিজেই সেটা আমাকে বলেছেন,কিছুটা ইতিবাচক
কৃত্রিমতা বর্জিত রিভিউ চালিয়ে যান ভাই,কিছুটা ইতিবাচক
ইনশাআল্লাহ্ চালিয়ে যাওয়ার চেষ্টা করবো,নিরপেক্ষ
রাইট হ্যান্ডে তো প্লেট ধরা তারপরেও দেখা হলে বলে দিবো,নিশ্চিত নেতিবাচক
কথা একটু সুন্দর করে বললে ভালো হয় কথা বলার স্টাইল ভালো না,নিশ্চিত নেতিবাচক
অশিক্ষিত পাব্লিক তুমি নল এ আসলে জা হয় আরকি অভদ্র তুমি নলার,কিছুটা নেতিবাচক
ভাইয়া এখানে সব রাতের শ্রমজীবী মানুষরা খায় উনি রেগুলার মাংস এবং মাথার মাংস মিক্স করে রান্না করেন লোকটাকে আমি অনেক আগে থেকে চিনি উনি ভেজাল করেন না,নিশ্চিত ইতিবাচক
ভাই আপনার এখানে যাওয়ার দরকার নেই কিছু রিচ খিচুড়ির রিভিও দেয়া আছে ওগুলো ট্রাই করেন,নিশ্চিত ইতিবাচক
ডিম আলাদা,নিরপেক্ষ
ম দিকে একটু প্রবলেম হতো,কিছুটা নেতিবাচক
বৃষ্টির দিনে বাহিরে দাড়ায় কেমনে খাবে,নিরপেক্ষ
এটা মিরপুর কোন যায়গায় বলবেন,নিশ্চিত ইতিবাচক
সাবস্ক্রাইব করে সাথে থাকুন ভাই,নিরপেক্ষ
অনেক ধন্যবাদ সাবস্ক্রাইব করে এবং বেল বাটন ক্লিক করে সাথে থাকুন,নিশ্চিত ইতিবাচক
তেহেরীটা পেলে মিস করবেন না,কিছুটা ইতিবাচক
ভাই রাতে গেলে পাবেন   এই নাম্বার লোকমান ভাইয়ের ফোন দিয়ে যাবেন,নিরপেক্ষ
এই খাবার টা ভাই খুব ভাল লাগলোআমি আসবো ভাই আাপনাকে ধন্যবাদ রিভিও দেওয়ার জন্য,নিশ্চিত ইতিবাচক
ধন্যবাদ আমাদের সাথে থাকার জন্য দোয়া করবেন সাথে থাকবেন,নিশ্চিত ইতিবাচক
ভাই ওনি  বছর যাবৎ এই জায়গায় খাবার বিক্রি করেনওনি কি জানেন না অন্যান্য হোটেলে কত করে নেয়,নিশ্চিত ইতিবাচক
অনেক সুস্বাদু ভাই খেয়ে দিওয়ানা হয়ে গেলাম ভাই,নিশ্চিত ইতিবাচক
আমি এই হালিম এর একজন রেগুলার কাস্টমার,কিছুটা ইতিবাচক
আমাদের চ্যানেলের রেগুলার ভিউয়ার হয়ে যান এবার,নিশ্চিত ইতিবাচক
আমরা ট্রাই করবো,নিরপেক্ষ
ভাইয়া ঈদের পর করবো ইনশাআল্লাহ্ সাথে থাকবেন,নিশ্চিত ইতিবাচক
ভাইয়া আপনার সব ভিডিও আমার খুব ভালো লাগে ধন্যবাদ আপনাকেআর অনেক অনেক শুভকামনা রইলো আপনার জন্য,নিশ্চিত ইতিবাচক
ভাই আপনার খাওয়া দেখতে আমার খুব ভালোলাগে,নিরপেক্ষ
জগন্নাথ বিশ্ববিদ্যালয় এর নতুন ক্যাফেটেরিয়া তে আসার জন্য অনুরোধ রইল,কিছুটা ইতিবাচক
আমি তো আগেই চিন্তা করতাম দৈনিক এতো মরা মুরগী যায় কৈ,কিছুটা নেতিবাচক
 মরা মুরগী  সরকার ভুর্তকি দিলে ইলিশ মাছ নাই কেন বাংগালিকে বিশ্বাস করা কঠিন,নিশ্চিত নেতিবাচক
পৃথিবীর কোথায় বাটিতে কইরা জ্যান্ত মুরগী সার্ভ করে আর তা প্লেটে লাফায় বেড়ায় এমন পাইলে খোজ দিয়েন,কিছুটা নেতিবাচক
সুযোগ পাইলেই মানুষের খালি উলটা পালটা কমেন্ট করতে মন চায় কেন বুঝি না,কিছুটা ইতিবাচক
কোথায়কি ব্যাপারে কি কমেন্ট করতাসেন তা একটু বুইঝা নিয়েন,নিশ্চিত নেতিবাচক
কোনো ভার্সিটির ক্যাফেটেরিয়া সমন্ধে নুন্যতম জ্ঞান থাকলে কারো এমন কমেন্ট করার কথা না,কিছুটা নেতিবাচক
আমার ক্যাম্পাসধন্যবাদ ভাই,নিশ্চিত ইতিবাচক
আপনার বিসমিল্লাহ বলে খাবার শুরু এবং সবজি দিয়ে শুরু ডিসিপ্লিন টা অনেক বেশি ভাল লাগে ধন্যবাদ,কিছুটা ইতিবাচক
যদিও আমি জাবির ছাত্র না কিন্তু ক্যাম্পাসটা ভালবাসার ক্যাম্পাস,নিশ্চিত ইতিবাচক
ক্যাফেটেরিয়ার লকেশনটা একটু বলেন,নিরপেক্ষ
ভাইয়া আমি কালকে গিয়ে দুপুরের খাবার খেতে চাচ্ছিলাম,নিশ্চিত ইতিবাচক
দুপুরের খাবার খেতে হলে কয়টার মধ্যে যেতে হবে,নিশ্চিত ইতিবাচক
পিছনের দুজন স্বামী স্ত্রীর মতো মিশে গেছে একজন আরেক জনের সাথে,নিশ্চিত নেতিবাচক
ভাই সাবধান যে হারে নষ্ট মাংস আর মরা মুরগির মাংস হোটেলে খাওয়ায়তাতে করে মাছ দিয়ে খাওয়াই বুদ্ধি মানের কাজ হবেআমি এখানে খাওয়ার জন্য যাবোকোথায় নামতে হবে যদি একটু বলতেন,কিছুটা নেতিবাচক
আমি ডাবিতে খাইছিলাম খাবারের মান অসাধারন দাম নাম মাত্র,নিশ্চিত ইতিবাচক
ভাই আসার আগে জানাতে পারলে আপনার সাথে মিট করতাম,কিছুটা ইতিবাচক
আমি এখানে খেয়েছি খুব ভালো খাবার জাবির পানিটা জোস,নিশ্চিত ইতিবাচক
আমার দ্বিতীয় চ্যানেলের ভিডিও দেখে নিতে পারেন আর সাবস্ক্রাইব করতে ভুলবেন না,নিশ্চিত ইতিবাচক
আহ্ ভাই সেই লোভ লাগাইয়া দিলেন ইনশাআল্লাহ যবো এবং খাবো,কিছুটা ইতিবাচক
ধন্যবাদ ভাইয়া বিড়ালটাকে খাবার দেওয়ার জন্য,নিশ্চিত ইতিবাচক
ফাহিম ভাই এই রিভিও করে রিক্সায় ফেরার পথে আপনাকে আর ভাবীকে দেখলাম ডাক দিয়েছিলাম রাস্তার মাঝ থেকেকথা বলার খুব ইচ্ছে আপনার সাথে কিন্তু সিচুয়েশন এর জন্যে আর হলোনা,কিছুটা ইতিবাচক
ভিডিওটা দেখে নস্টালজিক হয়ে গেলাম দাদা কোথায় হারিয়ে গেল সোনালী সেই সব দিনগুলি সবাই আমরা চাকরি ব্যবসা করে সব সুখ স্বচ্ছন্দ কিনতে পারছি কিন্তু ছাত্রবয়েসের সেই দিনগুলি কোনো মূল্যেই আর ফেরত পাবো না,কিছুটা ইতিবাচক
ভাইয়্যা বিড়াল টাকেও খুশি করলেনঅনেক ভালো মানুষ আপ্নিএমন এ থাইকেন সারাটা জীবন,নিশ্চিত ইতিবাচক
ভিডিওটা ভাল লাগলরেটিং এর কোন প্রযোজন নাইঅামরাও যাব খেতে,নিশ্চিত ইতিবাচক
প্রথম আপনাকে ভিডিওতে এত প্রফুল্ল দেখলাম,নিশ্চিত ইতিবাচক
শুয়ে শুয়ে খেলে আরও মজা লাগবে আর সব জায়গায় গিয়ে এত ভাব দেখানো ঠিক না,কিছুটা নেতিবাচক
 পেছনে কপোত কপোতী দেখা যাচ্ছে,কিছুটা ইতিবাচক
দেখে আমার খুব খেতে ইচ্ছে করছে দেশে আসলে চেষ্টা করবো,নিশ্চিত ইতিবাচক
ভাই শেষের কথাটা মনে ধরছে,নিশ্চিত ইতিবাচক
ভাইয়া অনেক ভালো লেগেছে দোতলার ভিডিও চাই,নিরপেক্ষ
নিজের ক্যাম্পাস মনে হয় ভাই তাই মজা লাগতে পারে,কিছুটা ইতিবাচক
আলহামদুলিল্লাহ্ অনেক ভালো লাগছে ভাই বটতলার ভিডিও কবে দিবেন আর যদি পারেন উপরের ভিডিও করবেন  দিনঅনেক দোওয়া করি ভাই আপনাদের জন্য,নিরপেক্ষ
ভাই এখন কিছুদিন আর বিরিয়ানী কাবাব এইসব এর ভিডিও দিয়েন নাএইসব ভিডিও দেখতে দেখতে বোর হয়ে যাচ্ছিএখন কিছুদিন বিভিন্ন পাবলিক ভার্সিটির ক্যান্টিনগুলার খাবার এর ভিডিও দেন এতে করে আমরা যারা ছাত্র আছি ভবিষ্যতে ভার্সিটিতে পড়বো তাদের ক্যান্টিনগুলা সম্পর্কে ধারণা হবেআশা করি রিকুয়েস্ট টা রাখবেন,নিশ্চিত ইতিবাচক
অনেকেই বলছেন মরা মুরগি আরে ভাইএটা পাবলিক বিশ্ববিদ্যালয় এখানে সরকার ভর্তুকি দেয়তাই দাম কম জাবির হলের খাবারের মানও ভালোআর ক্যাফেটেরিয়ার মান সেন্ট্রাল থেকে নিয়ন্ত্রন হয়,কিছুটা ইতিবাচক
জাবির যে কোনো ট্যাপ থেকে পানি খাওয়া যায়কতৃপক্ষ এটা নিশ্চিত করেছেন,নিশ্চিত ইতিবাচক
ক্যাফে থেকে বটতলার খাবার মজা বেশি,নিরপেক্ষ
আসলেই ফাহিম ভাই এইরকম ক্যাফেটেরিয়া আমাদেরও দরকার,নিশ্চিত ইতিবাচক
দারুনএতো কম দামে বিস্বাস হচ্ছে না,নিশ্চিত ইতিবাচক
পাবলিক বিশ্ববিদ্যালয় কিনা তাই বাইরের থেকে তুলনামূলক দাম কম,কিছুটা ইতিবাচক
এসব দেখে আবার ছাত্র জীবনে যেতে মন চায়,নিশ্চিত ইতিবাচক
এতো কম দামে খাবার মান কেমন,কিছুটা নেতিবাচক
যথেষ্ট ভালোতবে তেলের পরিমান একটু বেশি,কিছুটা নেতিবাচক
আপনার নাম কি জানি না তবে বাইরের খাবার কম খাবেনপরে বেবি হবে না বুঝলেন,নিশ্চিত নেতিবাচক
ভাই আমি তো জানি সফ্ট ড্রিংকসে ঝাঁল আরো বাড়ে,নিরপেক্ষ
ঝাল উফফ অসাধারণ খাইতে জিহবা শেষ হয়ে যাইতাছে,নিশ্চিত ইতিবাচক
আমাদের বাংলার খাদক ফাহিম ভাই ঝাল খাওয়ার দিক থেকে ভাবির সাথে পারলো না,নিরপেক্ষ
রিক্সায়ালা মামা অমায়িক মনটা খুবি নরম মনে হলো দোয়া রইল তার জন্য,নিশ্চিত ইতিবাচক
এটা পেটের খুবই ক্ষতি করবে,নিশ্চিত নেতিবাচক
ভাই আপনি খুবিই সাদা রংগের একটা মানুষ,কিছুটা নেতিবাচক
বিসমিল্লাহির রাহমানির রাহিম বলে ভাইয়া আপনি আপনার প্রতি শ্রদ্ধাশীল করে দিলেন,নিশ্চিত ইতিবাচক
লেবুচুরে কি লেবু কুচিয়ে দিলো লেবুর খোসাটা তো তেতো হয়তাহলে পুরো মিশ্রণটাই তেতো হয়ে যাবে,কিছুটা ইতিবাচক
খাবারের নামগুলোও অবাক করার মতো ভাঙচুরবমভাজালেবুচুর,নিরপেক্ষ
আজকে সাজ্জাদ ভাইয়ের হাতে লেবুচুর লেবুর পিনিক খেয়ে আসলাম,নিরপেক্ষ
তোমার খালাতো ভাইয়ের দোকান,নিশ্চিত ইতিবাচক
ওরে বম ভাজাঝালে তো ভাবি শেষ,নিশ্চিত নেতিবাচক
ভাইয়ের অবস্থাতো খারাপ মনে হয়,কিছুটা নেতিবাচক
লেবু কি চামড়াসহ দিয়া বানায়,কিছুটা নেতিবাচক
সাজ্জাদ ভাইয়ের মুচকি হাসিটা বেশ মায়াবী,কিছুটা ইতিবাচক
আমিতো উনাকে কোনদিন দেখলাম না  বছর কাটিয়ে দিলাম,নিরপেক্ষ
ভাবির ওপর কিসের প্রতিশোধ নিছেন আগে বলেন সেটা বেচারা ভাবি আপনার রিভিউর চক্করে কত কষ্ট করলো,কিছুটা নেতিবাচক
খাইছেন ভালো কথা কাগজটা কোথায় ফেলছেন,কিছুটা ইতিবাচক
আমাদের সাজ্জাদ ভাই লেবুচুর আমার প্রতিদিনের খাবার,কিছুটা নেতিবাচক
রিক্সা চালক চাচাকে আপনাদের সাথে খেতে দাওয়াই খুব ভালো লাগলো,কিছুটা ইতিবাচক
ভিডিও ধারণ করার সময় এত বেশি কথা বলবেন নাশুনতে বিরক্ত লাগে,কিছুটা ইতিবাচক
ঝালমুড়ি দেখে অনেক লোভ লাগছে,নিরপেক্ষ
আপনার একটা বিষয় অনেক ভালো লাগে আপনি খাওয়ার আগে সব সময় বিসমিল্লাহ বলে শুরু করেন,নিশ্চিত ইতিবাচক
দশ টাকার লেবুচুর খাইতে মোট কত খরচ হল ভাই অাপনারদারুন হয়েছে ভিডিওটাঢাকা থেকে অামরা কিভাবে যাববোমভাযা ভাংচুর খেতে হবে,নিশ্চিত ইতিবাচক
আপনার সব ঠিক ছিল কিন্তু রাস্তা কাগজ ফেলাটা ভালো লাগে নাই,কিছুটা নেতিবাচক
ভাইয়া আমাদের গাজীপুরের কাপাসিয়া টোক এ নিরিবিলি হোটেল এ একটা ভিডিও করবেন আশা করি,নিরপেক্ষ
ইনশাআল্লাহ্ আল্লাহ্ তায়ালা যদি নেন অবশ্যই আপনার বাসায় একদিন দাওয়াত খাবো,নিরপেক্ষ
ভার্সিটি তে গেলেই খাই সেই মজা,নিশ্চিত ইতিবাচক
লেবুচুর খাওয়া দেখে জিব্বায় পানি আসছে কার কার লাইক দিয়া জিব্বাহ দেখাও,কিছুটা ইতিবাচক
খাবারের শুরুতে বিসমিল্লাহ্ বলাতে একটা লাইক দিলাম ভাই তবে খাবারটা বসে খেলে মনে হয় আরেকটু ভাল হত,কিছুটা ইতিবাচক
মাগির পোলা তোর তো অনেক ফুটানিখাংকির পোলা তোরে আমি চিনিতোর বউরে একটু বেশি চিনি অন্য দিক দিয়েঝাল চোদাও না,নিশ্চিত নেতিবাচক
ফাহিম ভাই আপনার বাড়ি রাজশাহী নাকি অর এনি লিংক উইদ রাজশাহী,নিরপেক্ষ
আল্লাহ সবাইকে হালাল উপার্জনের তাওফিক দান করুন,নিরপেক্ষ
ভাই বল্লেন বিসমিল্লাহ প্রথম সুন্নত কিন্তুু খাছেছেন দারিয়ে,কিছুটা নেতিবাচক
আর আপনি ভিডিও এর শুরুতে সালাম না দিয়ে বিসমিল্লাহ বলেন কেনপাগল নাকি,নিরপেক্ষ
প্রাণের কলাভবন সাজ্জাদের  ভাজা রাজশাহী ইউনিভার্সিটি আই মিস ইউ,নিশ্চিত ইতিবাচক
সব ঠিক আছে বাট গেস্টিক তারাতারি হবে আরকি,কিছুটা নেতিবাচক
ভাই ভাবির চাইতে আপনি কিউট,কিছুটা ইতিবাচক
ভাই এইটা বম ভাজা না মরিচ চাটনি,নিরপেক্ষ
আমারে মাইরা ফালাইলেও এতো ঝাল খাইতে পারুম না,কিছুটা নেতিবাচক
কত কিছু দিচ্ছে এটা কি ভাই ফুড রিভিও করছেন যেহেতু কি কি দিচ্ছে সেটা জেনে বলুন,কিছুটা নেতিবাচক
দেখা যাচ্ছে না ঝাল কিনা ,কিছুটা নেতিবাচক
অনেক ভাল কিন্তু খুব খেতে ইচ্ছে করছে ,নিশ্চিত ইতিবাচক
কত সরল সোজা মানুষগুলা আললাহ তাদের রিজক বাডিয়ে দিন,নিশ্চিত ইতিবাচক
আপনি বিস্মিল্লাহ বলেন তাই খুব ভাল লাগে,নিশ্চিত ইতিবাচক
ও খোদা আমায় তুলে নাও জলদি তোমার কাছে,কিছুটা নেতিবাচক
ভাইয়া বিসমিল্লাহ বলেন ভাল কথা কিন্তু বলতে হবে বিস্মিল্লাহি ওয়ালা বারকাতিল্লা,কিছুটা নেতিবাচক
ভাই আপনার রেসিপি নিয়ে ঢাকাই আসেন আমি খেতে চাই,কিছুটা ইতিবাচক
খাওয়ার পরে টুক করে কাগজটা নিচে ফেলে দিলেন ভাইয়া উপদেশ দিচ্ছিনা কিন্তু মনে রাখবেন আপনাকে অনেকে দেখে একটু আশেপাশে তাকিয়ে আগে দেখবেন যে ময়লা ফেলার কোন জায়গা আছে কিনা,কিছুটা ইতিবাচক
ভাইয়া এটা কেমন কথা মরিচের টা ভাবীকে দিলেন,নিরপেক্ষ
এতো কথা বলার কি দরকার ভাইয়া,কিছুটা নেতিবাচক
ভাইয়া রাগ করবেন নাএকটা কথা বলিখাবার সময় প্লিজ এই চাকুম চুকুম আওয়াজ করবেন নাখুব বিশ্রী লাগে,কিছুটা নেতিবাচক
ভাই আপনি ভাবিকে অনেক ভালবাসেন তাই না সবাই যদি এমন ভালবাসতো,নিশ্চিত ইতিবাচক
বিসমিল্লাহ্ বালার জন্য ধন্যবাদ,নিশ্চিত ইতিবাচক
ভাই সালাম না দিয়া আগে বিসমিল্লাহির রহমানির রহিম বলার মানে কি,নিশ্চিত নেতিবাচক
ভাইয়া আমিও আপনার মত ঝাল খেতে পারি নালেবুচুর খাবইনশাল্লাহ,কিছুটা ইতিবাচক
ভাবিকে সামনে আনার জন্য ধন্যবাদ,কিছুটা নেতিবাচক
আমাদের নতুন চ্যানেলে জয়েন করুন,নিরপেক্ষ
রাজশাহী গেলে অবশ্যই খাবো,নিরপেক্ষ
ভাই আমার  ভিডিও আছে সব দেখে শেষ করে ফেলেন,নিরপেক্ষ
কোনো জনমের বদলা নিলেন ভাই ভাবি থেকে,নিশ্চিত নেতিবাচক
নিজের মানুষের সাথে কিসের বদলা সে ঝাল পছন্দ করে রেয়ার খাবার ট্রাই করতে তার ভালো লাগে,নিরপেক্ষ
যাই হোক আমার রিকুয়েস্ট রাখছেন আজকে বিসমিল্লাহ শব্দটা পুরোপুরি বলছেন ধন্যবাদ ভাই,নিরপেক্ষ
আমি জানি কিন্তু অপশন ছিল না,নিশ্চিত ইতিবাচক
আপনার খাওয়ার শুরুতে বিসমিল্লাহ বলা টা সত্যিই অসাধারণ বাংলাদেশে যত ফুড রিভিউ চ্যানেল আছে প্রত্যেকের খাওয়ার শুরুতে বিসমিল্লাহ বলা উচিত,নিশ্চিত ইতিবাচক
ভাবিকে মনে হয় একটু বেশিই ঝাল লাকছে,নিশ্চিত নেতিবাচক
ভাবী তো দেখি সেইরকম ঝাল খোর,নিশ্চিত নেতিবাচক
সালাম দিলে আপনাদের উপর শান্তি বর্ষিত হোক বলা হবে কিন্তু বিসমিল্লাহির রহমানির রহিম বলে শুরু করলে আমি আমার রবের নামে কাজটা শুরু করলাম  আমি সৎ ভাবে কাজটা শেষ করবো এটাই আমার উদ্দেশ্য আর বিসমিল্লাহর ফযিলত কিন্তু অনেক বেশী হ্যাঁ আপনারা সরাসরি আমার সামনে থাকলে অবশ্যই আমি সালাম দিতাম,নিরপেক্ষ
ঠিক ঐ জায়গায় বসার জায়গা ছিল না,নিশ্চিত ইতিবাচক
ভাই আমাদের নারায়ণগঞ্জ জেলায় এসে সুগন্ধা প্লাস এর ভিডিও করলে খুশি হব,নিরপেক্ষ
আমার বাড়ি বগুড়াঅনেক ঝাল খেতে পারি আমি,নিরপেক্ষ
হা হা ভাই ভাবীকে এভাবে বোম ভাজা খেতে দিলেন ঝালে তো অবস্থা খারাপ হয়ে যাবে,কিছুটা নেতিবাচক
বাবিকে এত জাল খাওয়ানো ঠিক না,নিশ্চিত নেতিবাচক
ভাবি কে দেখতে মাসাল্লাহ,কিছুটা ইতিবাচক
এইভাবেই এগিয়ে যাবে ভাইয়ের রিভিউ,নিরপেক্ষ
ভাই আপনার রাজশাহীর ভিডিও গুলোতে দেখলাম ওই লোকটা আপনার সাথে মানে ওই যে কাকাটা পাইছেন কই ওনারেহাহাহা গাইড নাকী,নিরপেক্ষ
না উনি আমাদের সাথে প্রায়  ঘন্টা ছিলেন আমাদেরকে রাজশাহী বিশ্ববিদ্যালয় ঘুরে দেখিয়েছেন,কিছুটা ইতিবাচক
কারো জুহটা কাওকে খাওয়ানো ঠিক না আপনি চাইলে কাকা কে নতুন একটা বোমঝাল খাওয়াতে পারতেন,নিশ্চিত নেতিবাচক
ধন্যবাদ আমাদের চ্যানেলেও আসছে,নিশ্চিত ইতিবাচক
ভাই রিকশা চালক,নিরপেক্ষ
